origin,destination,year,value
231,484,2010,3
231,528,2010,628
231,554,2010,25
231,566,2010,29
231,578,2010,1222
231,586,2010,4
231,591,2010,2
231,608,2010,1
231,616,2010,6
231,620,2010,3
231,642,2010,6
231,643,2010,11
231,646,2010,5
231,682,2010,9
231,686,2010,1
231,688,2010,1
231,705,2010,1
231,706,2010,1882
231,710,2010,3398
231,716,2010,45
231,724,2010,71
231,729,2010,9101
231,748,2010,24
231,752,2010,326
231,756,2010,601
231,760,2010,7
231,764,2010,2
231,792,2010,21
231,800,2010,982
231,804,2010,22
231,818,2010,562
231,826,2010,2151
231,840,2010,11421
231,862,2010,2
231,887,2010,4181
231,894,2010,56
231,32,2011,4
231,36,2011,178
231,40,2011,139
231,56,2011,87
231,68,2011,2
231,72,2011,9
231,76,2011,20
231,100,2011,59
231,112,2011,10
231,124,2011,1928
231,148,2011,1
231,170,2011,16
231,188,2011,1
231,192,2011,1
231,196,2011,4
231,203,2011,13
231,208,2011,21
231,218,2011,3
231,232,2011,74
231,246,2011,65
231,250,2011,528
231,262,2011,600
231,266,2011,1
231,276,2011,4485
231,288,2011,3
231,300,2011,12
231,344,2011,2
231,348,2011,32
231,356,2011,10
231,364,2011,1
231,368,2011,1
231,372,2011,64
231,376,2011,78
231,380,2011,2212
231,384,2011,2
231,392,2011,11
231,398,2011,2
231,404,2011,21857
231,410,2011,28
231,422,2011,24
231,426,2011,4
231,434,2011,30
231,440,2011,3
231,450,2011,1
231,454,2011,5
231,458,2011,3
231,470,2011,86
231,484,2011,3
231,508,2011,1
231,516,2011,1
231,528,2011,728
231,554,2011,20
231,566,2011,29
231,578,2011,1355
231,585,2011,1
231,586,2011,4
231,591,2011,2
231,608,2011,1
231,616,2011,6
231,620,2011,3
231,642,2011,7
231,643,2011,11
231,646,2011,5
231,682,2011,9
231,686,2011,1
231,688,2011,1
231,706,2011,2046
231,710,2011,3398
231,716,2011,42
231,724,2011,54
231,728,2011,4967
231,729,2011,4421
231,748,2011,24
231,752,2011,386
231,756,2011,603
231,760,2011,10
231,788,2011,229
231,792,2011,51
231,800,2011,1064
231,804,2011,22
231,818,2011,609
231,826,2011,1896
231,840,2011,11132
231,862,2011,2
231,887,2011,4686
231,894,2011,60
231,32,2012,4
231,36,2012,189
231,40,2012,143
231,51,2012,1
231,56,2012,85
231,68,2012,2
231,72,2012,12
231,76,2012,20
231,100,2012,9
231,112,2012,10
231,124,2012,2059
231,148,2012,3
231,170,2012,16
231,188,2012,1
231,192,2012,1
231,196,2012,4
231,203,2012,10
231,208,2012,18
231,218,2012,3
231,232,2012,73
231,246,2012,66
231,250,2012,559
231,262,2012,535
231,266,2012,1
231,276,2012,4538
231,288,2012,3
231,300,2012,13
231,348,2012,33
231,356,2012,8
231,360,2012,6
231,364,2012,1
231,368,2012,1
231,372,2012,58
231,376,2012,76
231,380,2012,2193
231,384,2012,2
231,392,2012,13
231,398,2012,1
231,404,2012,22221
231,410,2012,32
231,422,2012,30
231,426,2012,4
231,434,2012,23
231,438,2012,1
231,440,2012,3
231,450,2012,1
231,454,2012,3
231,458,2012,4
231,470,2012,93
231,484,2012,3
231,508,2012,2
231,516,2012,1
231,528,2012,726
231,554,2012,16
231,566,2012,29
231,578,2012,1530
231,585,2012,1
231,586,2012,4
231,591,2012,2
231,598,2012,1
231,608,2012,1
231,616,2012,4
231,620,2012,3
231,642,2012,7
231,643,2012,1
231,646,2012,3
231,682,2012,3
231,686,2012,2
231,706,2012,2179
231,710,2012,5538
231,716,2012,44
231,724,2012,78
231,728,2012,5891
231,729,2012,4761
231,748,2012,5
231,752,2012,452
231,756,2012,615
231,760,2012,9
231,788,2012,86
231,792,2012,74
231,800,2012,1529
231,804,2012,16
231,818,2012,863
231,826,2012,1508
231,840,2012,10508
231,862,2012,2
231,887,2012,5221
231,894,2012,64
231,1003,2012,1
231,32,2013,3
231,36,2013,191
231,40,2013,136
231,51,2013,1
231,56,2013,82
231,68,2013,2
231,72,2013,6
231,76,2013,20
231,100,2013,7
231,112,2013,8
231,124,2013,2163
231,148,2013,5
231,170,2013,16
231,188,2013,1
231,192,2013,1
231,196,2013,4
231,203,2013,9
231,208,2013,18
231,218,2013,3
231,232,2013,39
231,246,2013,82
231,250,2013,598
231,262,2013,497
231,266,2013,1
231,276,2013,2639
231,288,2013,3
231,300,2013,72
231,348,2013,25
231,356,2013,9
231,360,2013,17
231,368,2013,1
231,372,2013,29
231,376,2013,86
231,380,2013,2291
231,384,2013,2
231,392,2013,14
231,398,2013,1
231,400,2013,1
231,404,2013,23524
231,410,2013,35
231,422,2013,1
231,430,2013,1
231,434,2013,23
231,438,2013,1
231,440,2013,3
231,442,2013,25
231,454,2013,1
231,458,2013,5
231,470,2013,92
231,484,2013,5
231,508,2013,2
231,516,2013,6
231,528,2013,756
231,554,2013,13
231,566,2013,1
231,578,2013,1774
231,586,2013,4
231,591,2013,2
231,598,2013,1
231,608,2013,1
231,616,2013,4
231,620,2013,3
231,642,2013,2
231,646,2013,3
231,682,2013,3
231,686,2013,2
231,706,2013,2305
231,710,2013,7582
231,716,2013,58
231,724,2013,75
231,728,2013,5890
231,729,2013,5108
231,748,2013,5
231,752,2013,598
231,756,2013,657
231,760,2013,19
231,764,2013,1
231,788,2013,23
231,792,2013,93
231,800,2013,880
231,804,2013,16
231,818,2013,1029
231,826,2013,1122
231,840,2013,10472
231,862,2013,2
231,887,2013,5740
231,894,2013,70
231,1003,2013,1
231,36,2014,229
231,40,2014,136
231,56,2014,80
231,72,2014,7
231,76,2014,20
231,100,2014,12
231,112,2014,8
231,124,2014,2155
231,148,2014,6
231,170,2014,16
231,203,2014,9
231,208,2014,32
231,232,2014,26
231,246,2014,86
231,250,2014,601
231,262,2014,487
231,276,2014,2695
231,300,2014,151
231,348,2014,26
231,356,2014,11
231,360,2014,27
231,372,2014,41
231,376,2014,86
231,380,2014,2354
231,392,2014,14
231,404,2014,21250
231,410,2014,78
231,422,2014,5
231,434,2014,23
231,442,2014,32
231,470,2014,112
231,478,2014,6
231,484,2014,7
231,528,2014,741
231,554,2014,9
231,578,2014,1884
231,706,2014,2606
231,710,2014,18830
231,716,2014,52
231,724,2014,71
231,728,2014,4900
231,729,2014,5495
231,752,2014,749
231,756,2014,845
231,760,2014,16
231,784,2014,6
231,788,2014,19
231,792,2014,98
231,800,2014,1265
231,804,2014,16
231,818,2014,1138
231,826,2014,832
231,840,2014,10384
231,887,2014,5934
231,894,2014,55
232,36,2003,643
232,40,2003,6
232,72,2003,2
232,100,2003,7
232,124,2003,557
232,192,2003,2
232,208,2003,39
232,231,2003,6754
232,246,2003,48
232,250,2003,22
232,262,2003,6
232,276,2003,2754
232,300,2003,2
232,372,2003,8
232,376,2003,7
232,380,2003,177
232,384,2003,1
232,400,2003,1
232,404,2003,379
232,410,2003,1
232,422,2003,2
232,434,2003,1
232,454,2003,4
232,470,2003,30
232,484,2003,3
232,498,2003,1
232,504,2003,8
232,528,2003,250
232,554,2003,126
232,566,2003,21
232,578,2003,242
232,616,2003,1
232,682,2003,6
232,688,2003,1
232,706,2003,16
232,716,2003,52
232,724,2003,4
232,729,2003,108251
232,752,2003,271
232,756,2003,200
232,760,2003,12
232,764,2003,1
232,784,2003,6
232,792,2003,3
232,800,2003,10
232,818,2003,98
232,826,2003,1748
232,840,2003,1246
232,854,2003,5
232,887,2003,86
232,36,2004,590
232,40,2004,13
232,72,2004,2
232,100,2004,7
232,124,2004,852
232,192,2004,2
232,208,2004,54
232,231,2004,8719
232,246,2004,49
232,250,2004,31
232,262,2004,86
232,276,2004,2974
232,288,2004,1
232,300,2004,2
232,344,2004,2
232,348,2004,3
232,356,2004,6
232,372,2004,21
232,376,2004,7
232,380,2004,785
232,384,2004,1
232,400,2004,1
232,404,2004,461
232,410,2004,1
232,422,2004,2
232,434,2004,4
232,454,2004,4
232,470,2004,30
232,484,2004,10
232,498,2004,1
232,528,2004,332
232,554,2004,120
232,566,2004,21
232,578,2004,305
232,616,2004,1
232,682,2004,58
232,688,2004,1
232,706,2004,15
232,710,2004,1
232,716,2004,44
232,724,2004,4
232,729,2004,110927
232,752,2004,367
232,756,2004,215
232,760,2004,8
232,764,2004,1
232,784,2004,6
232,792,2004,1
232,800,2004,12
232,818,2004,176
232,826,2004,2404
232,840,2004,1277
232,854,2004,5
232,887,2004,101
232,24,2005,1
232,36,2005,577
232,40,2005,21
232,56,2005,1
232,72,2005,7
232,76,2005,1
232,100,2005,7
232,124,2005,1197
232,192,2005,1
232,208,2005,56
232,231,2005,10700
232,246,2005,50
232,250,2005,63
232,262,2005,83
232,276,2005,2746
232,288,2005,1
232,300,2005,4
232,348,2005,3
232,356,2005,3
232,372,2005,48
232,376,2005,7
232,380,2005,2705
232,384,2005,1
232,400,2005,1
232,404,2005,612
232,410,2005,1
232,434,2005,4
232,454,2005,4
232,458,2005,1
232,470,2005,260
232,498,2005,2
232,528,2005,494
232,554,2005,96
232,566,2005,10
232,578,2005,459
232,616,2005,1
232,682,2005,253
232,688,2005,1
232,706,2005,20
232,710,2005,19
232,724,2005,5
232,729,2005,116746
232,752,2005,822
232,756,2005,268
232,760,2005,7
232,784,2005,6
232,792,2005,4
232,800,2005,4
232,818,2005,205
232,826,2005,3617
232,840,2005,1734
232,854,2005,5
232,887,2005,122
232,12,2006,1
232,24,2006,4
232,36,2006,653
232,40,2006,24
232,48,2006,1
232,56,2006,5
232,72,2006,8
232,76,2006,6
232,100,2006,7
232,124,2006,1619
232,156,2006,3
232,192,2006,1
232,208,2006,55
232,231,2006,13078
232,246,2006,49
232,250,2006,104
232,262,2006,64
232,276,2006,2276
232,288,2006,1
232,300,2006,4
232,344,2006,1
232,348,2006,3
232,352,2006,1
232,356,2006,1
232,372,2006,55
232,376,2006,8
232,380,2006,5021
232,384,2006,5
232,404,2006,663
232,410,2006,1
232,434,2006,19
232,454,2006,4
232,458,2006,2
232,470,2006,519
232,484,2006,2
232,498,2006,2
232,504,2006,1
232,528,2006,690
232,554,2006,98
232,566,2006,10
232,578,2006,680
232,616,2006,1
232,620,2006,4
232,642,2006,3
232,646,2006,1
232,682,2006,416
232,706,2006,15
232,710,2006,24
232,724,2006,5
232,729,2006,157220
232,752,2006,1051
232,756,2006,628
232,760,2006,21
232,784,2006,7
232,792,2006,12
232,800,2006,6
232,818,2006,274
232,826,2006,4901
232,840,2006,3201
232,887,2006,206
232,24,2007,4
232,36,2007,39
232,40,2007,29
232,56,2007,11
232,72,2007,4
232,76,2007,6
232,100,2007,9
232,124,2007,717
232,156,2007,5
232,188,2007,2
232,192,2007,5
232,208,2007,15
232,218,2007,2
232,231,2007,20753
232,246,2007,3
232,250,2007,162
232,262,2007,88
232,276,2007,2993
232,288,2007,1
232,300,2007,5
232,344,2007,3
232,348,2007,3
232,352,2007,1
232,356,2007,3
232,372,2007,85
232,376,2007,8
232,380,2007,7404
232,404,2007,675
232,410,2007,1
232,422,2007,6
232,434,2007,72
232,440,2007,3
232,454,2007,1
232,458,2007,5
232,470,2007,729
232,484,2007,4
232,498,2007,2
232,504,2007,1
232,528,2007,777
232,554,2007,6
232,566,2007,10
232,578,2007,994
232,608,2007,1
232,616,2007,2
232,620,2007,4
232,642,2007,3
232,646,2007,2
232,682,2007,403
232,706,2007,23
232,710,2007,45
232,716,2007,15
232,724,2007,14
232,729,2007,160488
232,752,2007,1521
232,756,2007,1037
232,760,2007,12
232,784,2007,6
232,792,2007,15
232,800,2007,139
232,818,2007,373
232,826,2007,6427
232,840,2007,2157
232,887,2007,415
232,24,2008,4
232,32,2008,2
232,36,2008,51
232,40,2008,34
232,56,2008,16
232,72,2008,9
232,76,2008,6
232,100,2008,9
232,124,2008,792
232,156,2008,1
232,188,2008,2
232,192,2008,8
232,208,2008,18
232,218,2008,3
232,231,2008,21018
232,246,2008,4
232,250,2008,222
232,262,2008,150
232,276,2008,3480
232,288,2008,1
232,300,2008,5
232,344,2008,8
232,348,2008,3
232,352,2008,2
232,356,2008,14
232,372,2008,105
232,376,2008,4426
232,380,2008,9033
232,404,2008,779
232,410,2008,1
232,422,2008,5
232,434,2008,312
232,440,2008,3
232,454,2008,1
232,458,2008,4
232,466,2008,5
232,470,2008,990
232,484,2008,4
232,498,2008,1
232,504,2008,1
232,528,2008,917
232,554,2008,7
232,566,2008,10
232,578,2008,1700
232,586,2008,1
232,608,2008,1
232,616,2008,2
232,620,2008,11
232,642,2008,3
232,643,2008,6
232,646,2008,2
232,682,2008,382
232,706,2008,25
232,710,2008,44
232,716,2008,13
232,724,2008,15
232,729,2008,124785
232,752,2008,2165
232,756,2008,2471
232,760,2008,25
232,784,2008,7
232,792,2008,26
232,800,2008,796
232,818,2008,752
232,826,2008,7701
232,840,2008,2396
232,887,2008,603
232,4,2009,1
232,24,2009,5
232,32,2009,2
232,36,2009,58
232,40,2009,48
232,56,2009,24
232,72,2009,9
232,76,2009,10
232,100,2009,9
232,120,2009,2
232,124,2009,918
232,156,2009,1
232,170,2009,3
232,188,2009,4
232,192,2009,2
232,203,2009,2
232,208,2009,21
232,218,2009,4
232,231,2009,36164
232,246,2009,5
232,250,2009,369
232,262,2009,293
232,276,2009,4293
232,288,2009,1
232,300,2009,5
232,344,2009,3
232,348,2009,3
232,352,2009,4
232,356,2009,16
232,372,2009,118
232,376,2009,11852
232,380,2009,10377
232,384,2009,2
232,400,2009,4
232,404,2009,1027
232,410,2009,1
232,422,2009,3
232,434,2009,622
232,440,2009,3
232,454,2009,1
232,458,2009,4
232,466,2009,5
232,470,2009,1189
232,484,2009,4
232,504,2009,2
232,516,2009,1
232,528,2009,1132
232,554,2009,8
232,566,2009,10
232,578,2009,3060
232,608,2009,1
232,616,2009,2
232,620,2009,17
232,642,2009,3
232,643,2009,6
232,646,2009,1
232,682,2009,379
232,706,2009,34
232,710,2009,246
232,716,2009,9
232,724,2009,16
232,729,2009,113528
232,752,2009,3018
232,756,2009,3944
232,760,2009,35
232,784,2009,6
232,792,2009,41
232,800,2009,3046
232,818,2009,859
232,826,2009,8829
232,840,2009,2677
232,887,2009,767
232,24,2010,6
232,32,2010,2
232,36,2010,67
232,40,2010,63
232,56,2010,36
232,72,2010,8
232,76,2010,20
232,100,2010,10
232,124,2010,1136
232,156,2010,1
232,170,2010,4
232,188,2010,4
232,192,2010,4
232,203,2010,1
232,208,2010,29
232,218,2010,9
232,231,2010,44791
232,246,2010,7
232,250,2010,663
232,262,2010,236
232,270,2010,2
232,276,2010,4519
232,288,2010,1
232,300,2010,5
232,344,2010,5
232,348,2010,2
232,352,2010,5
232,356,2010,35
232,372,2010,121
232,376,2010,16997
232,380,2010,10856
232,384,2010,4
232,400,2010,6
232,404,2010,1225
232,410,2010,1
232,414,2010,5
232,422,2010,7
232,434,2010,976
232,440,2010,3
232,458,2010,6
232,466,2010,5
232,470,2010,1270
232,484,2010,1
232,504,2010,5
232,516,2010,1
232,528,2010,1423
232,554,2010,8
232,566,2010,12
232,578,2010,4668
232,608,2010,1
232,616,2010,2
232,620,2010,21
232,624,2010,1
232,642,2010,3
232,643,2010,11
232,646,2010,1
232,682,2010,379
232,705,2010,3
232,706,2010,37
232,710,2010,415
232,716,2010,8
232,724,2010,16
232,729,2010,103798
232,752,2010,3921
232,756,2010,6859
232,760,2010,60
232,784,2010,8
232,792,2010,50
232,800,2010,3490
232,818,2010,938
232,826,2010,9430
232,840,2010,2816
232,887,2010,918
232,894,2010,3
232,24,2011,6
232,32,2011,2
232,36,2011,94
232,40,2011,76
232,56,2011,81
232,72,2011,8
232,76,2011,21
232,100,2011,10
232,120,2011,5
232,124,2011,1350
232,156,2011,1
232,170,2011,4
232,188,2011,4
232,192,2011,9
232,196,2011,2
232,203,2011,1
232,208,2011,39
232,218,2011,9
232,231,2011,54896
232,246,2011,12
232,250,2011,1093
232,262,2011,290
232,270,2011,2
232,276,2011,4606
232,288,2011,1
232,300,2011,5
232,344,2011,3
232,348,2011,2
232,352,2011,5
232,356,2011,50
232,372,2011,119
232,376,2011,31119
232,380,2011,11206
232,384,2011,1
232,400,2011,12
232,404,2011,1220
232,410,2011,1
232,414,2011,5
232,422,2011,5
232,426,2011,2
232,434,2011,917
232,438,2011,4
232,440,2011,3
232,458,2011,6
232,470,2011,1530
232,484,2011,2
232,504,2011,5
232,516,2011,1
232,528,2011,1880
232,554,2011,8
232,566,2011,13
232,578,2011,5846
232,608,2011,1
232,616,2011,15
232,620,2011,22
232,642,2011,4
232,643,2011,5
232,646,2011,1
232,682,2011,379
232,705,2011,1
232,706,2011,34
232,710,2011,415
232,716,2011,8
232,724,2011,20
232,729,2011,100464
232,752,2011,5123
232,756,2011,9592
232,760,2011,66
232,784,2011,8
232,788,2011,567
232,792,2011,57
232,800,2011,3529
232,818,2011,1036
232,826,2011,9851
232,840,2011,3315
232,887,2011,842
232,894,2011,7
232,24,2012,6
232,32,2012,2
232,36,2012,96
232,40,2012,88
232,56,2012,62
232,70,2012,3
232,76,2012,21
232,100,2012,3
232,120,2012,5
232,124,2012,1547
232,148,2012,35
232,170,2012,4
232,188,2012,4
232,191,2012,1
232,192,2012,8
232,196,2012,2
232,203,2012,12
232,204,2012,7
232,208,2012,46
232,218,2012,11
232,231,2012,63771
232,242,2012,1
232,246,2012,16
232,250,2012,1316
232,262,2012,292
232,270,2012,2
232,276,2012,4836
232,288,2012,1
232,300,2012,7
232,344,2012,1
232,348,2012,4
232,352,2012,5
232,356,2012,52
232,372,2012,119
232,376,2012,37347
232,380,2012,11345
232,384,2012,1
232,400,2012,5
232,404,2012,1436
232,410,2012,1
232,414,2012,5
232,422,2012,2
232,426,2012,2
232,434,2012,477
232,438,2012,14
232,440,2012,9
232,458,2012,7
232,470,2012,1681
232,484,2012,5
232,504,2012,3
232,516,2012,1
232,528,2012,2103
232,554,2012,8
232,566,2012,15
232,578,2012,7129
232,608,2012,1
232,616,2012,14
232,620,2012,22
232,642,2012,17
232,643,2012,2
232,646,2012,1
232,682,2012,379
232,703,2012,1
232,705,2012,1
232,706,2012,39
232,710,2012,660
232,716,2012,9
232,724,2012,33
232,729,2012,112283
232,752,2012,6414
232,756,2012,10981
232,760,2012,54
232,788,2012,130
232,792,2012,49
232,800,2012,4630
232,804,2012,7
232,818,2012,1182
232,826,2012,9903
232,840,2012,3512
232,887,2012,1055
232,894,2012,9
232,1003,2012,1
232,12,2013,1
232,24,2013,5
232,32,2013,2
232,36,2013,91
232,40,2013,101
232,56,2013,105
232,70,2013,3
232,76,2013,25
232,100,2013,4
232,120,2013,1
232,124,2013,1676
232,148,2013,38
232,170,2013,4
232,188,2013,4
232,191,2013,2
232,196,2013,4
232,203,2013,12
232,204,2013,4
232,208,2013,108
232,218,2013,11
232,231,2013,84377
232,242,2013,1
232,246,2013,23
232,250,2013,1508
232,262,2013,330
232,270,2013,2
232,276,2013,3984
232,288,2013,2
232,300,2013,50
232,344,2013,2
232,348,2013,6
232,352,2013,5
232,356,2013,61
232,360,2013,1
232,372,2013,39
232,376,2013,35214
232,380,2013,12666
232,384,2013,1
232,400,2013,9
232,404,2013,1432
232,410,2013,1
232,414,2013,5
232,422,2013,2
232,426,2013,2
232,430,2013,1
232,434,2013,480
232,438,2013,14
232,440,2013,10
232,442,2013,10
232,458,2013,5
232,470,2013,2212
232,484,2013,7
232,504,2013,1
232,516,2013,2
232,528,2013,2807
232,554,2013,8
232,566,2013,2
232,578,2013,9344
232,608,2013,2
232,616,2013,15
232,620,2013,22
232,642,2013,10
232,643,2013,2
232,646,2013,1
232,682,2013,379
232,703,2013,13
232,705,2013,5
232,706,2013,38
232,710,2013,822
232,716,2013,18
232,724,2013,41
232,729,2013,109640
232,752,2013,8954
232,756,2013,13106
232,760,2013,43
232,788,2013,71
232,792,2013,47
232,800,2013,1992
232,804,2013,14
232,818,2013,1523
232,826,2013,10010
232,840,2013,3619
232,854,2013,1
232,887,2013,1009
232,894,2013,11
232,1003,2013,1
232,24,2014,19
232,36,2014,109
232,40,2014,101
232,56,2014,130
232,76,2014,25
232,100,2014,5
232,124,2014,1750
232,148,2014,38
232,196,2014,5
232,203,2014,11
232,208,2014,319
232,218,2014,11
232,231,2014,123784
232,246,2014,25
232,250,2014,1671
232,262,2014,303
232,276,2014,4716
232,288,2014,7
232,300,2014,201
232,348,2014,40
232,352,2014,5
232,356,2014,47
232,360,2014,14
232,372,2014,42
232,376,2014,32668
232,380,2014,13357
232,400,2014,12
232,404,2014,1333
232,414,2014,5
232,422,2014,10
232,434,2014,485
232,438,2014,14
232,440,2014,10
232,442,2014,22
232,458,2014,5
232,470,2014,950
232,484,2014,7
232,528,2014,6294
232,554,2014,7
232,578,2014,11202
232,616,2014,19
232,620,2014,29
232,642,2014,10
232,682,2014,376
232,703,2014,22
232,705,2014,5
232,706,2014,33
232,710,2014,2219
232,716,2014,16
232,724,2014,48
232,729,2014,109196
232,752,2014,14107
232,756,2014,16091
232,760,2014,34
232,788,2014,43
232,792,2014,59
232,800,2014,2600
232,804,2014,17
232,818,2014,1625
232,826,2014,11583
232,840,2014,3868
232,887,2014,1254
232,894,2014,13
233,32,2003,2
233,56,2003,4
233,124,2003,11
233,208,2003,1
233,246,2003,2
233,250,2003,12
233,276,2003,637
233,372,2003,10
233,528,2003,9
233,578,2003,1
233,643,2003,10
233,752,2003,32
233,826,2003,1
233,840,2003,295
233,32,2004,2
233,56,2004,3
233,124,2004,11
233,208,2004,1
233,246,2004,2
233,250,2004,11
233,276,2004,533
233,372,2004,12
233,528,2004,8
233,578,2004,1
233,752,2004,8
233,826,2004,1
233,840,2004,262
233,32,2005,2
233,56,2005,3
233,124,2005,12
233,208,2005,1
233,246,2005,2
233,250,2005,11
233,276,2005,437
233,372,2005,12
233,528,2005,8
233,578,2005,1
233,752,2005,11
233,826,2005,1
233,840,2005,242
233,32,2006,2
233,56,2006,3
233,124,2006,10
233,208,2006,1
233,250,2006,10
233,276,2006,172
233,372,2006,12
233,528,2006,5
233,578,2006,1
233,752,2006,8
233,826,2006,1
233,840,2006,402
233,32,2007,2
233,36,2007,1
233,56,2007,3
233,124,2007,22
233,250,2007,10
233,276,2007,81
233,372,2007,12
233,578,2007,1
233,643,2007,1
233,752,2007,8
233,826,2007,1
233,840,2007,120
233,40,2008,3
233,56,2008,3
233,124,2008,23
233,250,2008,10
233,276,2008,77
233,372,2008,12
233,578,2008,1
233,643,2008,2
233,752,2008,8
233,826,2008,1
233,840,2008,108
233,40,2009,3
233,56,2009,3
233,124,2009,21
233,250,2009,10
233,276,2009,79
233,372,2009,12
233,578,2009,1
233,643,2009,1
233,752,2009,8
233,826,2009,1
233,840,2009,109
233,40,2010,3
233,56,2010,3
233,124,2010,17
233,276,2010,84
233,372,2010,12
233,578,2010,1
233,752,2010,8
233,826,2010,1
233,840,2010,111
233,40,2011,3
233,56,2011,3
233,124,2011,15
233,250,2011,10
233,276,2011,77
233,372,2011,12
233,578,2011,1
233,643,2011,1
233,752,2011,8
233,826,2011,1
233,840,2011,93
233,40,2012,3
233,56,2012,3
233,124,2012,12
233,250,2012,10
233,276,2012,78
233,372,2012,12
233,643,2012,2
233,710,2012,2
233,752,2012,5
233,826,2012,1
233,840,2012,328
233,40,2013,3
233,124,2013,14
233,250,2013,8
233,276,2013,2
233,372,2013,7
233,643,2013,1
233,710,2013,2
233,752,2013,5
233,840,2013,310
233,124,2014,15
233,250,2014,8
233,372,2014,7
233,710,2014,6
233,840,2014,294
242,36,2003,8
242,124,2003,313
242,276,2003,4
242,840,2003,762
242,36,2004,12
242,124,2004,433
242,276,2004,1
242,840,2004,835
242,36,2005,15
242,124,2005,455
242,276,2005,2
242,578,2005,1
242,840,2005,906
242,36,2006,17
242,124,2006,458
242,276,2006,3
242,578,2006,1
242,840,2006,1207
242,36,2007,61
242,124,2007,515
242,276,2007,2
242,578,2007,1
242,826,2007,1
242,840,2007,1248
242,36,2008,59
242,124,2008,523
242,276,2008,2
242,554,2008,1
242,578,2008,1
242,826,2008,1
242,840,2008,1281
242,36,2009,81
242,124,2009,528
242,554,2009,2
242,578,2009,1
242,826,2009,1
242,840,2009,1279
242,36,2010,144
242,124,2010,542
242,554,2010,6
242,578,2010,1
242,826,2010,1
242,840,2010,1157
242,36,2011,213
242,124,2011,527
242,554,2011,15
242,578,2011,1
242,826,2011,2
242,840,2011,821
242,36,2012,279
242,124,2012,395
242,458,2012,2
242,554,2012,15
242,578,2012,1
242,826,2012,8
242,840,2012,617
242,36,2013,324
242,124,2013,273
242,458,2013,2
242,554,2013,15
242,578,2013,1
242,826,2013,8
242,840,2013,489
242,36,2014,359
242,124,2014,157
242,554,2014,16
242,826,2014,8
242,840,2014,377
246,276,2003,6
246,840,2003,1
246,276,2004,2
246,840,2004,1
246,276,2005,4
246,840,2005,1
246,276,2006,3
246,840,2006,3
246,276,2007,1
246,840,2007,3
246,276,2008,2
246,840,2008,2
246,840,2009,6
246,840,2010,6
246,124,2011,1
246,840,2011,6
246,124,2012,2
246,840,2012,5
246,124,2013,2
246,840,2013,5
246,840,2014,5
250,36,2003,4
250,40,2003,1
250,124,2003,29
250,276,2003,59
250,528,2003,1
250,756,2003,4
250,840,2003,12
250,36,2004,3
250,40,2004,1
250,124,2004,23
250,276,2004,58
250,528,2004,1
250,756,2004,3
250,840,2004,21
250,40,2005,1
250,124,2005,16
250,276,2005,241
250,528,2005,1
250,756,2005,3
250,840,2005,24
250,36,2006,3
250,40,2006,1
250,124,2006,18
250,276,2006,23
250,528,2006,2
250,756,2006,1
250,840,2006,34
250,36,2007,4
250,40,2007,1
250,124,2007,43
250,276,2007,15
250,528,2007,1
250,756,2007,1
250,840,2007,36
250,36,2008,4
250,40,2008,1
250,124,2008,46
250,276,2008,12
250,528,2008,1
250,756,2008,2
250,840,2008,35
250,36,2009,4
250,40,2009,1
250,124,2009,40
250,276,2009,2
250,528,2009,1
250,756,2009,2
250,826,2009,1
250,840,2009,36
250,36,2010,4
250,40,2010,1
250,124,2010,36
250,276,2010,6
250,528,2010,1
250,756,2010,5
250,826,2010,1
250,840,2010,38
250,36,2011,4
250,40,2011,1
250,56,2011,2
250,124,2011,35
250,276,2011,9
250,528,2011,1
250,752,2011,1
250,756,2011,2
250,826,2011,1
250,840,2011,43
250,36,2012,4
250,40,2012,1
250,56,2012,2
250,124,2012,40
250,276,2012,7
250,528,2012,1
250,752,2012,1
250,756,2012,1
250,826,2012,1
250,840,2012,42
250,36,2013,4
250,56,2013,1
250,124,2013,36
250,276,2013,15
250,528,2013,1
250,752,2013,2
250,756,2013,2
250,826,2013,1
250,840,2013,36
250,124,2014,36
250,276,2014,14
250,840,2014,29
258,36,2005,1
258,36,2006,1
262,36,2003,12
262,56,2003,24
262,124,2003,318
262,208,2003,2
262,231,2003,62
262,250,2003,48
262,276,2003,9
262,528,2003,5
262,554,2003,17
262,752,2003,9
262,818,2003,7
262,840,2003,9
262,36,2004,7
262,56,2004,58
262,124,2004,261
262,208,2004,2
262,231,2004,58
262,250,2004,56
262,276,2004,6
262,528,2004,5
262,554,2004,17
262,642,2004,1
262,752,2004,9
262,818,2004,7
262,840,2004,8
262,36,2005,6
262,56,2005,92
262,124,2005,195
262,208,2005,2
262,231,2005,51
262,250,2005,58
262,276,2005,2
262,528,2005,12
262,554,2005,49
262,642,2005,1
262,752,2005,9
262,818,2005,5
262,826,2005,1
262,840,2005,21
262,36,2006,5
262,56,2006,85
262,124,2006,163
262,208,2006,2
262,231,2006,51
262,250,2006,65
262,276,2006,5
262,404,2006,1
262,528,2006,12
262,554,2006,32
262,642,2006,1
262,752,2006,8
262,756,2006,1
262,818,2006,6
262,826,2006,1
262,840,2006,47
262,56,2007,59
262,124,2007,431
262,203,2007,2
262,231,2007,55
262,250,2007,69
262,276,2007,4
262,380,2007,1
262,528,2007,11
262,642,2007,1
262,716,2007,1
